sample_idx,real_label,pred_label,pred_prob
1221,0,1,0.9999996423721313
3014,0,1,1.0
15168,0,1,0.9999994039535522
15648,0,1,1.0
15816,0,1,0.9999997615814209
22309,0,1,0.9646151661872864
23846,0,1,1.0
24920,0,1,1.0
25648,0,1,1.0
26176,0,1,1.0
37684,0,1,0.9999996423721313
38252,0,1,0.8444672226905823
39069,0,1,0.8530681133270264
41965,0,1,0.9998372793197632
43605,0,1,0.9248045682907104
46814,0,1,0.5003582239151001
49262,0,1,0.9932925701141357
50743,0,1,0.7720591425895691
51205,0,1,0.9999996423721313
52540,0,1,0.676095187664032
52601,0,1,0.9999643564224243
54578,0,1,1.0
57657,0,1,0.9999997615814209
58521,0,1,0.9999996423721313
65435,0,1,0.9999997615814209
66228,0,1,1.0
66257,0,1,0.9999994039535522
67003,0,1,0.5518286228179932
73286,0,1,1.0
75389,0,1,0.999713122844696
75835,0,1,0.9897257685661316
81791,0,1,0.981116771697998
84424,0,1,0.9999995231628418
84823,0,1,0.7671763896942139
85867,0,1,1.0
87077,0,1,1.0
88108,0,1,0.9999997615814209
91201,0,1,0.9999997615814209
91994,0,1,0.9999064207077026
93661,0,1,0.9664098024368286
94862,0,1,0.9879329800605774
100409,0,1,0.7518323063850403
101584,0,1,0.9846418499946594
103347,0,1,0.9999997615814209
108023,0,1,0.7871078252792358
108039,0,1,1.0
108369,0,1,1.0
108560,0,1,0.962864339351654
108858,0,1,0.999822199344635
110548,0,1,0.6591978073120117
113144,0,1,0.9999995231628418
114036,0,1,0.9792883992195129
114649,0,1,0.9999997615814209
117967,3,0,1.0
117968,3,0,1.0
117969,3,0,1.0
117970,3,0,1.0
117971,3,0,1.0
117972,3,0,1.0
117973,3,0,1.0
117974,3,0,1.0
117975,3,0,1.0
117976,3,0,1.0
117977,3,0,1.0
117978,3,0,1.0
117979,3,0,1.0
117980,3,0,1.0
117981,3,0,1.0
117982,3,0,1.0
117983,3,0,1.0
117984,3,0,1.0
117985,3,0,1.0
117986,3,0,1.0
117987,3,0,1.0
117988,3,0,1.0
117989,3,0,1.0
117990,3,0,1.0
117991,3,0,1.0
117992,3,0,1.0
117993,3,0,1.0
117994,3,0,1.0
117995,3,0,1.0
117996,3,0,1.0
117997,3,0,1.0
117998,3,0,1.0
117999,3,0,1.0
118000,3,0,1.0
118001,3,0,1.0
118002,3,0,1.0
118003,3,0,1.0
118004,3,0,1.0
118005,3,0,1.0
118006,3,0,1.0
118007,3,0,1.0
118008,3,0,1.0
118009,3,0,1.0
118010,3,0,1.0
118011,3,0,1.0
118012,3,0,1.0
118013,3,0,1.0
118014,3,0,1.0
118015,3,0,1.0
118016,3,0,1.0
118017,3,0,1.0
118018,3,0,1.0
118019,3,0,1.0
118020,3,0,1.0
118021,3,0,1.0
118022,3,0,1.0
118023,3,0,1.0
118024,3,0,1.0
118025,3,0,1.0
118026,3,0,1.0
118027,3,0,1.0
118028,3,0,1.0
118029,3,0,1.0
118030,3,0,1.0
118031,3,0,1.0
118032,3,0,1.0
118033,3,0,1.0
118034,3,0,1.0
118035,3,0,1.0
118036,3,0,1.0
118037,3,0,1.0
118038,3,0,1.0
118039,3,0,1.0
118040,3,0,1.0
118041,3,0,1.0
118042,3,0,1.0
118043,3,0,1.0
118044,3,0,1.0
118045,3,0,1.0
118046,3,0,1.0
118047,3,0,1.0
118048,3,0,1.0
118049,3,0,1.0
118050,3,0,1.0
118051,3,0,1.0
118052,3,0,1.0
118053,3,0,1.0
118054,3,0,1.0
118055,3,0,1.0
118056,3,0,1.0
118057,3,0,1.0
118058,3,0,1.0
118059,3,0,1.0
118060,3,0,1.0
118061,3,0,1.0
118062,3,0,1.0
118063,3,0,1.0
118064,3,0,1.0
118065,3,0,1.0
118066,3,0,1.0
118067,3,0,1.0
118068,3,0,1.0
118069,3,0,1.0
118070,3,0,1.0
118071,3,0,1.0
118072,3,0,1.0
118073,3,0,1.0
118074,3,0,1.0
118075,3,0,1.0
118076,3,0,1.0
118077,3,0,1.0
118078,3,0,1.0
118079,3,0,1.0
118080,3,0,1.0
118081,3,0,1.0
118082,3,0,1.0
118083,3,0,1.0
118084,3,0,1.0
118085,3,0,1.0
118086,3,0,1.0
118087,3,0,1.0
118088,3,0,1.0
118089,3,0,1.0
118090,3,0,1.0
118091,3,0,1.0
118092,3,0,1.0
118093,3,0,1.0
118094,3,0,1.0
118095,3,0,1.0
118096,3,0,1.0
118097,3,0,1.0
118098,3,0,1.0
118099,3,0,1.0
118100,3,0,1.0
118101,3,0,1.0
118102,3,0,1.0
118103,3,0,1.0
118104,3,0,1.0
118105,3,0,1.0
118106,3,0,1.0
118107,3,0,1.0
118108,3,0,1.0
118109,3,0,1.0
118110,3,0,1.0
118111,3,0,1.0
118112,3,0,1.0
118113,3,0,1.0
118114,3,0,1.0
118115,3,0,1.0
118116,3,0,1.0
118117,3,0,1.0
118118,3,0,1.0
118119,3,0,1.0
118120,3,0,1.0
118121,3,0,1.0
118122,3,0,1.0
118123,3,0,1.0
118124,3,0,1.0
118125,3,0,1.0
118126,3,0,1.0
118127,3,0,1.0
118128,3,0,1.0
118129,3,0,1.0
118130,3,0,1.0
118131,3,0,1.0
118132,3,0,1.0
118133,3,0,1.0
118134,3,0,1.0
118135,3,0,1.0
118136,3,0,1.0
118137,3,0,1.0
118138,3,0,1.0
118139,3,0,1.0
118140,3,0,1.0
118141,3,0,1.0
118142,3,0,1.0
118143,3,0,1.0
118144,3,0,1.0
118145,3,0,1.0
118146,3,0,1.0
118147,3,0,1.0
118148,3,0,1.0
118149,3,0,1.0
118150,3,0,1.0
118151,3,0,1.0
118152,3,0,1.0
118153,3,0,1.0
118154,3,0,1.0
118155,3,0,1.0
118156,3,0,1.0
118157,3,0,1.0
118158,3,0,1.0
118159,3,0,1.0
118160,3,0,1.0
118161,3,0,1.0
118162,3,0,1.0
118163,3,0,1.0
118164,3,0,1.0
118165,3,0,1.0
118166,3,0,1.0
118167,3,0,1.0
118168,3,0,1.0
118169,3,0,1.0
118170,3,0,1.0
118171,3,0,1.0
118172,3,0,1.0
118173,3,0,1.0
118174,3,0,1.0
118175,3,0,1.0
118176,3,0,1.0
118177,3,0,1.0
118178,3,0,1.0
118179,3,0,1.0
118180,3,0,1.0
118181,3,0,1.0
118182,3,0,1.0
118183,3,0,1.0
118184,3,0,1.0
118185,3,0,1.0
118186,3,0,1.0
118187,3,0,1.0
118188,3,0,1.0
118189,3,0,1.0
118190,3,0,1.0
118191,3,0,1.0
118192,3,0,1.0
118193,3,0,1.0
118194,3,0,1.0
118195,3,0,1.0
118196,3,0,1.0
118197,3,0,1.0
118198,3,0,1.0
118199,3,0,1.0
118200,3,0,1.0
118201,3,0,1.0
118202,3,0,1.0
118203,3,0,1.0
118204,3,0,1.0
118205,3,0,1.0
118206,3,0,1.0
118207,3,0,1.0
118208,3,0,1.0
118209,3,0,1.0
118210,3,0,1.0
118211,3,0,1.0
118212,3,0,1.0
118213,3,0,1.0
118214,3,0,1.0
118215,3,0,1.0
118216,3,0,1.0
118217,3,0,1.0
118218,3,0,1.0
118219,3,0,1.0
118220,3,0,1.0
118221,3,0,1.0
118222,3,0,1.0
118223,3,0,1.0
118224,3,0,1.0
118225,3,0,1.0
118226,3,0,1.0
118227,3,0,1.0
118228,3,0,1.0
118229,3,0,1.0
118230,3,0,1.0
118231,3,0,1.0
118232,3,0,1.0
118233,3,0,1.0
118234,3,0,1.0
118235,3,0,1.0
118236,3,0,1.0
118237,3,0,1.0
118238,3,0,1.0
118239,3,0,1.0
118240,3,0,1.0
118241,3,0,1.0
118242,3,0,1.0
118243,3,0,1.0
118244,3,0,1.0
118245,3,0,1.0
118246,3,0,1.0
118247,3,0,1.0
118248,3,0,1.0
118249,3,0,1.0
118250,3,0,1.0
118251,3,0,1.0
118252,3,0,1.0
118253,3,0,1.0
118254,3,0,1.0
118255,3,0,1.0
118256,3,0,1.0
118257,3,0,1.0
118258,3,0,1.0
118259,3,0,1.0
118260,3,0,1.0
118261,3,0,1.0
118262,3,0,1.0
118263,3,0,1.0
118264,3,0,1.0
118265,3,0,1.0
118266,3,0,1.0
118267,3,0,1.0
118268,3,0,1.0
118269,3,0,1.0
118270,3,0,1.0
118271,3,0,1.0
118272,3,0,1.0
118273,3,0,1.0
118274,3,0,1.0
118275,3,0,1.0
118276,3,0,1.0
118277,3,0,1.0
118278,3,0,1.0
118279,3,0,1.0
118280,3,0,1.0
118281,3,0,1.0
118282,3,0,1.0
118283,3,0,1.0
118284,3,0,1.0
118285,3,0,1.0
118286,3,0,1.0
118287,3,0,1.0
118288,3,0,1.0
118289,3,0,1.0
118290,3,0,1.0
118291,3,0,1.0
118292,3,0,1.0
118293,3,0,1.0
118294,3,0,1.0
118295,3,0,1.0
118296,3,0,1.0
118297,3,0,1.0
118298,3,0,1.0
118299,3,0,1.0
118300,3,0,1.0
118301,3,0,1.0
118302,3,0,1.0
118303,3,0,1.0
118304,3,0,1.0
118305,3,0,1.0
118306,3,0,1.0
118307,3,0,1.0
118308,3,0,1.0
118309,3,0,1.0
118310,3,0,1.0
118311,3,0,1.0
118312,3,0,1.0
118313,3,0,1.0
118314,3,0,1.0
118315,3,0,1.0
118316,3,0,1.0
118317,3,0,1.0
118318,3,0,1.0
118319,3,0,1.0
118320,3,0,1.0
118321,3,0,1.0
118322,3,0,1.0
118323,3,0,1.0
118324,3,0,1.0
118325,3,0,1.0
118326,3,0,1.0
118327,3,0,1.0
118328,3,0,1.0
118329,3,0,1.0
118330,3,0,1.0
118331,3,0,1.0
118332,3,0,1.0
118333,3,0,1.0
118334,3,0,1.0
118335,3,0,1.0
118336,3,0,1.0
118337,3,0,1.0
118338,3,0,1.0
118339,3,0,1.0
118340,3,0,1.0
118341,3,0,1.0
118342,3,0,1.0
118343,3,0,1.0
118344,3,0,1.0
118345,3,0,1.0
118346,3,0,1.0
118347,3,0,1.0
118348,3,0,1.0
118349,3,0,1.0
118350,3,0,1.0
118351,3,0,1.0
118352,3,0,1.0
118353,3,0,1.0
118354,3,0,1.0
118355,3,0,1.0
118356,3,0,1.0
118357,3,0,1.0
118358,3,0,1.0
118359,3,0,1.0
118360,3,0,1.0
118361,3,0,1.0
118362,3,0,1.0
118363,3,0,1.0
118364,3,0,1.0
118365,3,0,1.0
118366,3,0,1.0
118367,3,0,1.0
118368,3,0,1.0
118369,3,0,1.0
118370,3,0,1.0
118371,3,0,1.0
118372,3,0,1.0
118373,3,0,1.0
118374,3,0,1.0
118375,3,0,1.0
118376,3,0,1.0
118377,3,0,1.0
118378,3,0,1.0
118379,3,0,1.0
118380,3,0,1.0
118381,3,0,1.0
118382,3,0,1.0
118383,3,0,1.0
118384,3,0,1.0
118385,3,0,1.0
118386,3,0,1.0
118387,3,0,1.0
118388,3,0,1.0
118389,3,0,1.0
118390,3,0,1.0
118391,3,0,1.0
118392,3,0,1.0
118393,3,0,1.0
118394,3,0,1.0
118395,3,0,1.0
118396,3,0,1.0
118397,3,0,1.0
118398,3,0,1.0
118399,3,0,1.0
118400,3,0,1.0
118401,3,0,1.0
118402,3,0,1.0
118403,3,0,1.0
118404,3,0,1.0
118405,3,0,1.0
118406,3,0,1.0
118407,3,0,1.0
118408,3,0,1.0
118409,3,0,1.0
118410,3,0,1.0
118411,3,0,1.0
118412,3,0,1.0
118413,3,0,1.0
118414,3,0,1.0
118415,3,0,1.0
118416,3,0,1.0
118417,3,0,1.0
118418,3,0,1.0
118419,3,0,1.0
118420,3,0,1.0
118421,3,0,1.0
118422,3,0,1.0
118423,3,0,1.0
118424,3,0,1.0
118425,3,0,1.0
118426,3,0,1.0
118427,3,0,1.0
118428,3,0,1.0
118429,3,0,1.0
118430,3,0,1.0
118431,3,0,1.0
118432,3,0,1.0
118433,3,0,1.0
118434,3,0,1.0
118435,3,0,1.0
118436,3,0,1.0
118437,3,0,1.0
118438,3,0,1.0
118439,3,0,1.0
118440,3,0,1.0
118441,3,0,1.0
118442,3,0,1.0
118443,3,0,1.0
118444,3,0,1.0
118445,3,0,1.0
118446,3,0,1.0
118447,3,0,1.0
118448,3,0,1.0
118449,3,0,1.0
118450,3,0,1.0
118451,3,0,1.0
118452,3,0,1.0
118453,3,0,1.0
118454,3,0,1.0
118455,3,0,1.0
118456,3,0,1.0
118457,3,0,1.0
118458,3,0,1.0
118459,3,0,1.0
118460,3,0,1.0
118461,3,0,1.0
118462,3,0,1.0
118463,3,0,1.0
118464,3,0,1.0
118465,3,0,1.0
118466,3,0,1.0
118467,3,0,1.0
118468,3,0,1.0
118469,3,0,1.0
118470,3,0,1.0
118471,3,0,1.0
118472,3,0,1.0
118473,3,0,1.0
118474,3,0,1.0
118475,3,0,1.0
118476,3,0,1.0
118477,3,0,1.0
118478,3,0,1.0
118479,3,0,1.0
118480,3,0,1.0
118481,3,0,1.0
118482,3,0,1.0
118483,3,0,1.0
118484,3,0,1.0
118485,3,0,1.0
118486,3,0,1.0
118487,3,0,1.0
118488,3,0,1.0
118489,3,0,1.0
118490,3,0,1.0
118491,3,0,1.0
118492,3,0,1.0
118493,3,0,1.0
118494,3,0,1.0
118495,3,0,1.0
118496,3,0,1.0
118497,3,0,1.0
118498,3,0,1.0
118499,3,0,1.0
118500,3,0,1.0
118501,3,0,1.0
118502,3,0,1.0
118503,3,0,1.0
118504,3,0,1.0
118505,3,0,1.0
118506,3,0,1.0
118507,3,0,1.0
118508,3,0,1.0
118509,3,0,1.0
118510,3,0,1.0
118511,3,0,1.0
118512,3,0,1.0
118513,3,0,1.0
118514,3,0,1.0
118515,3,0,1.0
118516,3,0,1.0
118517,3,0,1.0
118518,3,0,1.0
118519,3,0,1.0
118520,3,0,1.0
118521,3,0,1.0
118522,3,0,1.0
118523,3,0,1.0
118524,3,0,1.0
118525,3,0,1.0
118526,3,0,1.0
118527,3,0,1.0
118528,3,0,1.0
118529,3,0,1.0
118530,3,0,1.0
118531,3,0,1.0
118532,3,0,1.0
118533,3,0,1.0
118534,3,0,1.0
118535,3,0,1.0
118536,3,0,1.0
118537,3,0,1.0
118538,3,0,1.0
118539,3,0,1.0
118540,3,0,1.0
118541,3,0,1.0
118542,3,0,1.0
118543,3,0,1.0
118544,3,0,1.0
118545,3,0,1.0
118546,3,0,1.0
118547,3,0,1.0
118548,3,0,1.0
118549,3,0,1.0
118550,3,0,1.0
118551,3,0,1.0
118552,3,0,1.0
118553,3,0,1.0
118554,3,0,1.0
118555,3,0,1.0
118556,3,0,1.0
118557,3,0,1.0
118558,3,0,1.0
118559,3,0,1.0
118560,3,0,1.0
118561,3,0,1.0
118562,3,0,1.0
118563,3,0,1.0
118564,3,0,1.0
118565,3,0,1.0
118566,3,0,1.0
118567,3,0,1.0
118568,3,0,1.0
118569,3,0,1.0
118570,3,0,1.0
118571,3,0,1.0
118572,3,0,1.0
118573,3,0,1.0
118574,3,0,1.0
118575,3,0,1.0
118576,3,0,1.0
118577,3,0,1.0
118578,3,0,1.0
118579,3,0,1.0
118580,3,0,1.0
118581,3,0,1.0
118582,3,0,1.0
118583,3,0,1.0
118584,3,0,1.0
118585,3,0,1.0
118586,3,0,1.0
118587,3,0,1.0
118588,3,0,1.0
118589,3,0,1.0
118590,3,0,1.0
118591,3,0,1.0
118592,3,0,1.0
118593,3,0,1.0
