sample_idx,real_label,min_dis
108451,0,7.872473239898682
77878,0,7.860904216766357
34487,0,7.856073379516602
74225,0,7.855704307556152
88302,0,7.841882705688477
55813,0,7.840385913848877
71661,0,7.811702728271484
60835,0,7.802358627319336
4145,0,7.801797866821289
9605,0,5.995694637298584
32366,0,5.943107604980469
13488,0,5.885435104370117
95976,0,5.875948429107666
135132,1,4.885007381439209
146821,1,4.8789896965026855
133502,1,4.869060516357422
146659,1,4.86556339263916
152810,1,4.84885835647583
3203,0,4.205508708953857
115915,0,4.179694652557373
14129,0,4.1759209632873535
17613,0,4.17039680480957
89476,0,4.167226791381836
24557,0,4.163424015045166
39021,0,4.158239841461182
77416,0,4.129507064819336
140271,1,3.7666289806365967
145939,1,3.762939453125
128548,1,3.7484450340270996
143296,1,3.741675853729248
147636,1,3.7408010959625244
139016,1,3.7349984645843506
132949,1,3.733527421951294
147262,1,3.7326853275299072
128337,1,3.7189810276031494
135838,1,3.6964762210845947
87519,0,3.3252780437469482
33423,0,2.952942132949829
43387,0,2.5216612815856934
104033,0,2.5168893337249756
92118,0,2.5124247074127197
85040,0,2.496288537979126
19964,0,2.4776439666748047
104347,0,2.4549734592437744
54909,0,2.4455177783966064
96365,0,2.426408529281616
75778,0,2.414435386657715
39680,0,2.4093940258026123
88600,0,2.3980369567871094
47169,0,2.382563829421997
36837,0,2.3748795986175537
83053,0,2.3501815795898438
77578,0,1.4437288045883179
1670,0,0.478769987821579
156656,1,0.2685863971710205
135625,1,0.26666274666786194
149409,1,0.26553916931152344
129775,1,0.26512470841407776
156773,1,0.26456037163734436
145712,1,0.26437142491340637
145617,1,0.26437047123908997
149006,1,0.26395025849342346
130454,1,0.26297271251678467
161725,2,0.1688181459903717
162222,2,0.16804470121860504
161853,2,0.15140119194984436
38337,0,0.12682737410068512
94367,0,0.1262660175561905
47694,0,0.11820758134126663
161967,2,0.11088144779205322
76458,0,0.09874945878982544
23949,0,0.09045742452144623
92286,0,0.08836329728364944
161768,2,0.08485648781061172
161682,2,0.0773884654045105
162128,2,0.07738596946001053
161955,2,0.0773613378405571
161624,2,0.0748494490981102
162080,2,0.07481885701417923
161791,2,0.07042375206947327
161706,2,0.0698709487915039
162228,2,0.06549296528100967
91507,0,0.06492752581834793
161778,2,0.06433979421854019
162212,2,0.06146717071533203
162210,2,0.06049484759569168
161741,2,0.06015186756849289
162013,2,0.059896137565374374
162356,2,0.059308137744665146
161659,2,0.059124309569597244
161586,2,0.05896536260843277
161879,2,0.058937735855579376
162117,2,0.0588979609310627
162004,2,0.05889785662293434
162338,2,0.05888037756085396
161655,2,0.058865826576948166
161945,2,0.058857351541519165
162069,2,0.05881144851446152
162187,2,0.05874701216816902
161601,2,0.05872783809900284
161614,2,0.058709342032670975
161827,2,0.05868155136704445
162350,2,0.058624524623155594
161962,2,0.05742734670639038
162176,2,0.05720026046037674
42662,0,0.05701911449432373
162164,2,0.05675378069281578
161806,2,0.05582812428474426
162357,2,0.05574488267302513
161695,2,0.05574342980980873
162151,2,0.05555117875337601
161995,2,0.05506402999162674
17996,0,0.05500519275665283
162325,2,0.054296012967824936
162044,2,0.05428940802812576
162102,2,0.05272067338228226
161919,2,0.05188215896487236
161661,2,0.051324378699064255
39417,0,0.05099788308143616
162034,2,0.05083106830716133
161852,2,0.05026549473404884
161597,2,0.0501946359872818
161665,2,0.050110284239053726
151314,1,0.0500275082886219
