sample_idx,real_label,pred_label,pred_prob
0,0,0,0.9999998807907104
1,0,0,1.0
2,0,0,0.999983549118042
3,0,0,0.9999998807907104
4,0,0,0.9999997615814209
5,0,0,0.9999904632568359
6,0,0,0.9999977350234985
7,0,0,0.99998939037323
8,0,0,0.999997615814209
9,0,0,1.0
10,0,0,0.9999998807907104
11,0,0,0.999994158744812
12,0,0,1.0
13,0,0,0.9999998807907104
14,0,0,0.9999998807907104
15,0,0,0.9999983310699463
16,0,0,0.9999992847442627
17,0,0,0.9996811151504517
18,0,0,1.0
19,0,0,1.0
20,0,0,0.9999998807907104
21,0,0,0.9999998807907104
22,0,0,0.9999973773956299
23,0,0,0.9999799728393555
24,0,0,1.0
25,0,0,0.9999998807907104
26,0,0,0.9999939203262329
27,0,0,0.9999998807907104
28,0,0,1.0
29,0,0,1.0
30,0,0,0.9999998807907104
31,0,0,0.9999513626098633
32,0,0,1.0
33,0,0,0.9999998807907104
34,0,0,0.9999936819076538
35,0,0,0.9999998807907104
36,0,0,1.0
37,0,0,1.0
38,0,0,1.0
39,0,0,1.0
40,0,0,0.999997615814209
41,0,0,1.0
42,0,0,0.9999998807907104
43,0,0,0.9999998807907104
44,0,0,1.0
45,0,0,1.0
46,0,0,1.0
47,0,0,0.9999982118606567
48,0,0,1.0
49,0,0,0.9999998807907104
50,0,0,0.9999998807907104
51,0,0,1.0
52,0,0,0.9999998807907104
53,0,0,0.9999885559082031
54,0,0,1.0
55,0,0,1.0
56,0,0,0.9999939203262329
57,0,0,0.9999963045120239
58,0,0,0.9999998807907104
59,0,0,0.9999998807907104
60,0,0,1.0
61,0,0,0.9999998807907104
62,0,0,0.9999998807907104
63,0,0,1.0
64,0,0,0.9999897480010986
65,0,0,0.9999998807907104
66,0,0,0.9999998807907104
67,0,0,1.0
68,0,0,0.9999998807907104
69,0,0,0.9999998807907104
70,0,0,1.0
71,0,0,1.0
72,0,0,0.9999998807907104
73,0,0,0.9993465542793274
74,0,0,0.9999998807907104
75,0,0,0.9999998807907104
76,0,0,0.9999998807907104
77,0,0,1.0
78,0,0,0.9999998807907104
79,0,0,0.9999977350234985
80,0,0,0.9999997615814209
81,0,0,1.0
82,0,0,0.9999977350234985
83,0,0,1.0
84,0,0,0.9999932050704956
85,0,0,1.0
86,0,0,1.0
87,0,0,1.0
88,0,0,1.0
89,0,0,0.999982476234436
90,0,0,0.9999983310699463
91,0,0,0.9999904632568359
92,0,0,0.9999901056289673
93,0,0,1.0
94,0,0,0.9999998807907104
95,0,0,1.0
96,0,0,1.0
97,0,0,0.9999998807907104
98,0,0,0.9999998807907104
99,0,0,0.9999998807907104
100,0,0,1.0
101,0,0,1.0
102,0,0,1.0
103,0,0,0.9999998807907104
104,0,0,1.0
105,0,0,1.0
106,0,0,0.9999942779541016
107,0,0,0.9999998807907104
108,0,0,0.9999998807907104
109,0,0,1.0
110,0,0,0.9999998807907104
111,0,0,1.0
112,0,0,1.0
113,0,0,0.9999998807907104
114,0,0,1.0
115,0,0,1.0
116,0,0,1.0
117,0,0,0.9999998807907104
118,0,0,0.9999814033508301
119,0,0,1.0
120,0,0,0.9999998807907104
121,0,0,0.9993876218795776
122,0,0,0.9999998807907104
123,0,0,0.9999998807907104
124,0,0,1.0
125,0,0,0.9999998807907104
126,0,0,1.0
127,0,0,0.9999977350234985
128,0,0,0.9999809265136719
129,0,0,0.9999998807907104
130,0,0,0.9999940395355225
131,0,0,0.9999998807907104
132,0,0,1.0
133,0,0,1.0
134,0,0,0.9999996423721313
135,0,0,1.0
136,0,0,0.9999998807907104
137,0,0,1.0
138,0,0,1.0
139,0,0,0.9999818801879883
140,0,0,1.0
141,0,0,0.9999998807907104
142,0,0,0.9999998807907104
143,0,0,0.9999998807907104
144,0,0,0.9999998807907104
145,0,0,1.0
146,0,0,0.9999806880950928
147,0,0,1.0
148,0,0,0.9999998807907104
149,0,0,0.9999998807907104
150,0,0,1.0
151,0,0,0.9999946355819702
152,0,0,1.0
153,0,0,0.9999998807907104
154,0,0,1.0
155,0,0,0.9999827146530151
156,0,0,0.9999998807907104
157,0,0,0.9999998807907104
158,0,0,0.9999998807907104
159,0,0,1.0
160,0,0,1.0
161,0,0,0.9999978542327881
162,0,0,1.0
163,0,0,1.0
164,0,0,0.9999935626983643
165,0,0,1.0
166,0,0,1.0
167,0,0,0.9999998807907104
168,0,0,0.9999980926513672
169,0,0,1.0
170,0,0,1.0
171,0,0,1.0
172,0,0,0.9999998807907104
173,0,0,0.9999998807907104
174,0,0,1.0
175,0,0,1.0
176,0,0,1.0
177,0,0,0.9999943971633911
178,0,0,1.0
179,0,0,1.0
180,0,0,0.9999998807907104
181,0,0,0.9999998807907104
182,0,0,1.0
183,0,0,0.9999979734420776
184,0,0,1.0
185,0,0,0.9999936819076538
186,0,0,0.9999998807907104
187,0,0,0.9999998807907104
188,0,0,1.0
