sample_idx,closest_family,real_label,pred_label,min_distance,min_anomaly_score
5,0,0,0,0.004902543034404516,5.810616276215465
7,0,0,0,0.00742326257750392,20.096256523774688
11,0,0,0,0.013585011474788189,55.016653869591835
16,0,0,0,0.006078129168599844,12.472999895649746
18,0,0,0,0.005472234915941954,9.039223478424164
25,0,0,0,0.0026302491314709187,7.067124654105692
26,0,0,0,0.00786326453089714,22.58987372589712
29,0,0,0,0.004894917365163565,5.767399422630411
32,0,0,0,0.009456276893615723,31.617931442992614
34,0,0,0,0.005130671430379152,7.103485292154963
39,0,0,0,0.005272090435028076,7.9049473310846805
43,0,0,0,0.0059165433049201965,11.5572464855023
44,0,0,0,0.02399028092622757,113.98629865578259
46,0,0,0,0.005211246199905872,7.560125608861283
55,0,0,0,0.005150473676621914,7.215710298182347
57,0,0,0,0.005723830312490463,10.465086713734621
58,0,0,0,0.005215527955442667,7.584391544908827
59,0,0,0,0.017687935382127762,78.26909980861703
70,0,0,0,0.0026975376531481743,6.6857813126368395
74,0,0,0,0.00883617252111435,28.10362220309962
78,0,0,0,0.005673368461430073,10.179104938234012
83,0,0,0,0.004750275984406471,4.947675254559965
86,0,0,0,0.00466265669092536,4.45111160120033
87,0,0,0,0.0068407123908400536,16.794777620415275
91,0,0,0,0.005739061627537012,10.551406942356602
99,0,0,0,0.005910554435104132,11.523305843467776
102,0,0,0,0.00873558595776558,27.53356931416457
105,0,0,0,0.005051333922892809,6.653856894108603
106,0,0,0,0.006030907388776541,12.20538053265798
110,0,0,0,0.0059852744452655315,11.946765560508434
114,0,0,0,0.04921130836009979,256.9210910568078
115,0,0,0,0.004769875202327967,5.058749640890042
117,0,0,0,0.0031619614455848932,4.053758547819306
118,0,0,0,0.006451619789004326,14.589678307392328
119,0,0,0,0.005992081016302109,11.985340349764218
121,0,0,0,0.011152741499245167,41.23228267658559
125,0,0,0,0.0030322049278765917,4.789125930054
126,0,0,0,0.005629650317132473,9.931341682128783
127,0,0,0,0.00750063406303525,20.5347429118164
129,0,0,0,0.008733181282877922,27.5199413322451
135,0,0,0,0.005053079221397638,6.66374800104783
137,0,0,0,0.005236804950982332,7.704974377957696
140,0,0,0,0.005273595917969942,7.913479334482365
142,0,0,0,0.007472650147974491,20.376150043216388
144,0,0,0,0.0056782872416079044,10.206981075533653
146,0,0,0,0.004866836592555046,5.608257634541773
147,0,0,0,0.004627650137990713,4.25271943063914
152,0,0,0,0.005810347851365805,10.95540640791117
155,0,0,0,0.002678702585399151,6.792525040886002
161,0,0,0,0.005931780207902193,11.643598382556316
167,0,0,0,0.01371163222938776,55.734249983382355
172,0,0,0,0.0055271717719733715,9.350566389913562
173,0,0,0,0.005347013473510742,8.329557667822643
176,0,0,0,0.01506771333515644,63.41955034793772
180,0,0,0,0.007659691385924816,21.43616635646758
181,0,0,0,0.006008672993630171,12.079371841586951
182,0,0,0,0.005159447900950909,7.266569800032076
183,0,0,0,0.009756527841091156,33.31953963314806
185,0,0,0,0.005382166244089603,8.528778495688773
187,0,0,0,0.008733084425330162,27.519392412756478
191,0,0,0,0.005168375093489885,7.317162759245503
193,0,0,0,0.006309032905846834,13.781597566167099
194,0,0,0,0.005918745882809162,11.569729125796469
197,0,0,0,0.008467461913824081,26.014033495927787
198,0,0,0,0.005953813903033733,11.768469649110054
200,0,0,0,0.005317702889442444,8.163446185650095
207,0,0,0,0.0060502756386995316,12.315145957130571
220,0,0,0,0.011165453121066093,41.30432308139536
222,0,0,0,0.007173149846494198,18.678795979097767
224,0,0,0,0.004841760732233524,5.466145545780466
225,0,0,0,0.006958333309739828,17.461369085375903
226,0,0,0,0.004776869900524616,5.0983906006910376
227,0,0,0,0.004866311326622963,5.605280801930395
234,0,0,0,0.014121631160378456,58.05783145679579
237,0,0,0,0.002781844465062022,6.207990441884513
240,0,0,0,0.005310836248099804,8.124530960749924
244,0,0,0,0.005215394776314497,7.58363678061197
250,0,0,0,0.0023986108135432005,8.379885403917768
253,0,0,0,0.006287608295679092,13.660178158705278
254,0,0,0,0.006441537290811539,14.53253789985547
255,0,0,0,0.013369872234761715,53.79739812391989
257,0,0,0,0.005358652211725712,8.395517733681512
260,0,0,0,0.0031200675293803215,4.2911833803828
272,0,0,0,0.002291244687512517,8.988360018020431
274,0,0,0,0.0031968082766979933,3.856271566607144
278,0,0,0,0.0031350089702755213,4.206505951672685
283,0,0,0,0.0024970858357846737,7.821799223738301
286,0,0,0,0.004703892394900322,4.68480615637359
291,0,0,0,0.00903545506298542,29.23301349479756
300,0,0,0,0.007853813469409943,22.536311851180326
301,0,0,0,0.00874781608581543,27.602880955747242
305,0,0,0,0.005261444021016359,7.8446110509481946
308,0,0,0,0.00596411619335413,11.826855681640327
310,0,0,0,0.015914244577288628,68.21708556621527
312,0,0,0,0.008907990530133247,28.51063544776961
314,0,0,0,0.005316786002367735,8.158249923760197
315,0,0,0,0.0045652836561203,3.899270699721951
323,0,0,0,0.029260212555527687,143.8525118929949
325,0,0,0,0.006150917615741491,12.885512891349979
329,0,0,0,0.006209362763911486,13.216738300085943
330,0,0,0,0.007838213816285133,22.447904145079974
338,0,0,0,0.0049979593604803085,6.351367948409257
340,0,0,0,0.002829659963026643,5.937006307988926
341,0,0,0,0.006567433010786772,15.246025034589328
342,0,0,0,0.00600001635029912,12.030312162291263
345,0,0,0,0.02757291868329048,134.2901338344449
347,0,0,0,0.005834104493260384,11.090042107675991
349,0,0,0,0.006194152403622866,13.130536828084098
357,0,0,0,0.005029809661209583,6.531872732942142
359,0,0,0,0.00461525097489357,4.182449818987379
366,0,0,0,0.010549654252827168,37.81441436838606
369,0,0,0,0.005696843843907118,10.312146660253024
374,0,0,0,0.005278850439935923,7.9432582167401655
375,0,0,0,0.005362415686249733,8.416846422657722
376,0,0,0,0.0025753057561814785,7.37850451209913
379,0,0,0,0.004941877443343401,6.0335356473884945
380,0,0,0,0.00505932467058301,6.6991427519200055
394,0,0,0,0.005892043933272362,11.418401523312703
401,0,0,0,0.008743672631680965,27.57939881339259
402,0,0,0,0.006101613864302635,12.606094398388818
410,0,0,0,0.05854285508394241,309.80564134921957
413,0,0,0,0.004762337077409029,5.0160289260735516
415,0,0,0,0.012676356360316277,49.867044858154664
422,0,0,0,0.0026267676148563623,7.086855406782087
423,0,0,0,0.00472545251250267,4.806993523312281
426,0,0,0,0.009017137810587883,29.12920437458373
428,0,0,0,0.004956365562975407,6.115643974549693
429,0,0,0,0.0028793232049793005,5.655550479233454
431,0,0,0,0.004553898237645626,3.8347462694487113
432,0,0,0,0.00489387009292841,5.761464230659674
436,0,0,0,0.019199039787054062,86.83296164892961
439,0,0,0,0.008684754371643066,27.24549214407758
441,0,0,0,0.006063235457986593,12.388592968129938
448,0,0,0,0.0025537239853292704,7.500814594211961
455,0,0,0,0.0072790090925991535,19.27873067269474
459,0,0,0,0.004901268053799868,5.8033905956392635
460,0,0,0,0.009633148089051247,32.620311209938386
463,0,0,0,0.00997055135667324,34.53247224855682
469,0,0,0,0.0046778395771980286,4.537157370077998
473,0,0,0,0.0045358529314398766,3.73247834626063
475,0,0,0,0.00575764337554574,10.656715035020133
477,0,0,0,0.0032569391187280416,3.5154928475403358
478,0,0,0,0.006183262448757887,13.068820332118046
479,0,0,0,0.005774057935923338,10.749741054125725
480,0,0,0,0.005779835861176252,10.782486212850893
481,0,0,0,0.004950038157403469,6.0797847533409906
485,0,0,0,0.010482711717486382,37.435031830667434
490,0,0,0,0.002619518432766199,7.1279385997587195
493,0,0,0,0.009061369113624096,29.37987584836426
494,0,0,0,0.0087593300268054,27.66813375995731
500,0,0,0,0.005270837806165218,7.897848324236622
511,0,0,0,0.009929935447871685,34.30229025030355
513,0,0,0,0.00498742563650012,6.291670314985495
516,0,0,0,0.005512406583875418,9.26688783633058
519,0,0,0,0.005983671639114618,11.937681998586122
526,0,0,0,0.0027912547811865807,6.154659482817978
527,0,0,0,0.005930252838879824,11.634942344466491
528,0,0,0,0.015197687782347202,64.15615279902183
529,0,0,0,0.005406831856817007,8.668565593731442
530,0,0,0,0.004893431439995766,5.758978258744852
536,0,0,0,0.005417923908680677,8.731427431322794
540,0,0,0,0.004569282755255699,3.921934740915676
551,0,0,0,0.007889483124017715,22.73846200900978
552,0,0,0,0.0061462558805942535,12.85909350192399
553,0,0,0,0.008785514160990715,27.816526754405746
554,0,0,0,0.006920432206243277,17.246572667020093
558,0,0,0,0.00615091435611248,12.885494418097958
559,0,0,0,0.010684867389500141,38.58070597450386
564,0,0,0,0.004545626696199179,3.787869072927502
567,0,0,0,0.005284095648676157,7.972984318277907
569,0,0,0,0.0051526641473174095,7.228124323540438
570,0,0,0,0.005780919920653105,10.788629888665866
571,0,0,0,0.005204346496611834,7.521023012404899
576,0,0,0,0.00489526754245162,5.769383977704663
580,0,0,0,0.01772618293762207,78.48585966975907
582,0,0,0,0.00462144473567605,4.217551636863223
585,0,0,0,0.012881061062216759,51.02716508507148
588,0,0,0,0.005359775852411985,8.40188572755674
593,0,0,0,0.006841479800641537,16.799126751748208
595,0,0,0,0.01835765689611435,82.06460361270119
597,0,0,0,0.013660851866006851,55.446463107255695
598,0,0,0,0.0046972306445240974,4.647052107314736
599,0,0,0,0.005590480286628008,9.709353890664811
606,0,0,0,0.002293545287102461,8.975321860647632
614,0,0,0,0.003192027797922492,3.8833639102138955
616,0,0,0,0.002514768159016967,7.721588429114555
617,0,0,0,0.0057149650529026985,10.414844746309594
620,0,0,0,0.004865666385740042,5.601625737066246
624,0,0,0,0.008991534821689129,28.98410489706703
631,0,0,0,0.00901278480887413,29.104534666027728
634,0,0,0,0.006622062064707279,15.555623543280745
636,0,0,0,0.006240930873900652,13.395643828801013
639,0,0,0,0.014746788889169693,61.600779515393285
640,0,0,0,0.006963739637285471,17.49200829337068
643,0,0,0,0.005740979686379433,10.56227713165294
645,0,0,0,0.00705500366166234,18.00922768152576
649,0,0,0,0.004512330517172813,3.5991700816053154
650,0,0,0,0.005872820504009724,11.309456839037042
651,0,0,0,0.0047082542441785336,4.709526006613649
652,0,0,0,0.00543992267921567,8.856100770176308
655,0,0,0,0.005342458374798298,8.303742617641342
656,0,0,0,0.0047889938578009605,5.167100542065029
663,0,0,0,0.008686216548085213,27.253778717126988
664,0,0,0,0.009480779990553856,31.756797517470236
665,0,0,0,0.00944078154861927,31.530114880956933
667,0,0,0,0.005367646925151348,8.446493353115374
671,0,0,0,0.005416756495833397,8.724811368063284
673,0,0,0,0.004836800042539835,5.438031895240555
675,0,0,0,0.0060335914604365826,12.220591936179245
677,0,0,0,0.005871648900210857,11.302817024453505
680,0,0,0,0.0061281300149858,12.756369025507391
682,0,0,0,0.004772381391376257,5.072952932658164
684,0,0,0,0.005199894774705172,7.495793828216262
686,0,0,0,0.005223679356276989,7.630587870141262
687,0,0,0,0.008470166474580765,26.029361017033185
693,0,0,0,0.0056421104818582535,10.001957007496936
696,0,0,0,0.008773796260356903,27.750118052426366
702,0,0,0,0.008747394196689129,27.60048998912853
705,0,0,0,0.005062519572675228,6.717249177936558
